epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,110.416,1.96197,2.3274,1.87039,0,0,0,0,0,153869,0,0.0883,0.0013,0.0013
2,216.658,2.10351,2.22649,2.01109,0,0,0,0,0,1.55521e+06,0,0.075673,0.00267303,0.00267303
3,321.853,2.0632,2.14894,1.96837,0,0,0,0,0,1.84869e+07,0,0.0630181,0.00401808,0.00401808
4,428.047,2.11593,2.12829,2.00613,0,0,0,0,0,4.14567e+06,0,0.0503352,0.00533517,0.00533517
5,538.101,2.04014,2.04072,1.97941,0,0,0,0,0,807242,0,0.0376243,0.00662428,0.00662428
6,639.894,2.08268,2.12939,1.99999,0,0,0,0,0,210076,0,0.0248854,0.00788541,0.00788541
7,740.665,1.98085,2.00379,1.95542,0,0,0,0,0,34907,0,0.0121186,0.00911858,0.00911858
8,841.766,1.948,1.94779,1.93052,0,0,0,0,0,4344.98,0,0.0093007,0.0093007,0.0093007
9,952.387,1.92127,1.84394,1.89076,0,0,0,0,0,4081.11,0,0.0092008,0.0092008,0.0092008
10,1062.7,1.87599,1.76776,1.81303,0,0,0,0,0,3614.61,0,0.0091009,0.0091009,0.0091009
11,1174.31,1.88669,1.75789,1.83821,0,0,0,0,0,1268.95,0,0.009001,0.009001,0.009001
12,1284.77,1.86819,1.80964,1.87646,0,0,0,0,0,1689.49,0,0.0089011,0.0089011,0.0089011
13,1386.19,1.87107,1.72993,1.84899,0,0,0,0,0,1145.61,0,0.0088012,0.0088012,0.0088012
14,1496.71,1.8482,1.71762,1.84855,0,0,0,0,0,855.76,0,0.0087013,0.0087013,0.0087013
15,1607.23,1.79264,1.66712,1.79656,0,0,0,0,0,815.255,0,0.0086014,0.0086014,0.0086014
16,1718.51,1.81569,1.69898,1.82175,0,0,0,0,0,798.8,0,0.0085015,0.0085015,0.0085015
17,1828.44,1.82712,1.66636,1.79731,0,0,0,0,0,771.417,0,0.0084016,0.0084016,0.0084016
18,1938.1,1.78253,1.60689,1.76679,0,0,0,0,0,732.54,0,0.0083017,0.0083017,0.0083017
19,2047.93,1.72479,1.56188,1.75584,0,0,0,0,0,544.754,0,0.0082018,0.0082018,0.0082018
20,2158.33,1.77987,1.61416,1.79024,0,0,0,0,0,214.141,0,0.0081019,0.0081019,0.0081019
21,2264.38,1.79861,1.64998,1.8263,0,0,0,0,0,321.216,0,0.008002,0.008002,0.008002
22,2373.16,1.73648,1.5308,1.73582,0,0,0,0,0,543.837,0,0.0079021,0.0079021,0.0079021
23,2483.06,1.7198,1.47337,1.71093,0,0,0,0,0,658.191,0,0.0078022,0.0078022,0.0078022
24,2595.08,1.7418,1.52273,1.74006,0,0,0,0,0,548.519,0,0.0077023,0.0077023,0.0077023
25,2705.94,1.72273,1.51873,1.73523,0,0,0,0,0,679.916,0,0.0076024,0.0076024,0.0076024
26,2815.91,1.6773,1.47106,1.71915,0,0,0,0,0,764.678,0,0.0075025,0.0075025,0.0075025
27,2925.48,1.71083,1.49771,1.71878,0,0,0,0,0,662.058,0,0.0074026,0.0074026,0.0074026
28,3034.77,1.68444,1.42106,1.70755,0,0,0,0,0,505.01,0,0.0073027,0.0073027,0.0073027
29,3144.14,1.64275,1.45116,1.69309,0,0,0,0,0,470.739,0,0.0072028,0.0072028,0.0072028
30,3245.96,1.67709,1.41827,1.68369,0,0,0,0,0,464.774,0,0.0071029,0.0071029,0.0071029
31,3356.34,1.64355,1.38225,1.66344,0,0,0,0,0,376.171,0,0.007003,0.007003,0.007003
32,3469.99,1.57861,1.32664,1.63419,0,0,0,0,0,477.273,0,0.0069031,0.0069031,0.0069031
33,3581.45,1.61801,1.34162,1.62401,0,0,0,0,0,445.093,0,0.0068032,0.0068032,0.0068032
34,3691.31,1.58261,1.29575,1.61187,0,0,0,0,0,475.757,0,0.0067033,0.0067033,0.0067033
35,3800.43,1.61855,1.3225,1.63242,0,0,0,0,0,484.068,0,0.0066034,0.0066034,0.0066034
36,3910.67,1.56821,1.28021,1.59569,0,0,0,0,0,321.93,0,0.0065035,0.0065035,0.0065035
37,4021.4,1.60391,1.3558,1.65264,0,0,0,0,0,322.019,0,0.0064036,0.0064036,0.0064036
38,4132.6,1.57245,1.26617,1.60051,0,0,0,0,0,433.584,0,0.0063037,0.0063037,0.0063037
39,4242.38,1.59321,1.32727,1.6078,0,0,0,0,0,373.429,0,0.0062038,0.0062038,0.0062038
40,4352.69,1.53425,1.26439,1.59464,0,0,0,0,0,397.755,0,0.0061039,0.0061039,0.0061039
41,4462.95,1.5247,1.23813,1.57882,0,0,0,0,0,544.42,0,0.006004,0.006004,0.006004
42,4573.04,1.61001,1.336,1.62035,0,0,0,0,0,405.68,0,0.0059041,0.0059041,0.0059041
43,4682.25,1.52788,1.22579,1.56632,0,0,0,0,0,437.112,0,0.0058042,0.0058042,0.0058042
44,4781.81,1.52275,1.2171,1.57631,0,0,0,0,0,504.772,0,0.0057043,0.0057043,0.0057043
45,4881.62,1.54179,1.21153,1.55772,0,0,0,0,0,587.026,0,0.0056044,0.0056044,0.0056044
46,4982.39,1.57461,1.25749,1.60381,0,0,0,0,0,438.897,0,0.0055045,0.0055045,0.0055045
47,5081.72,1.55444,1.21319,1.57303,0,0,0,0,0,590.099,0,0.0054046,0.0054046,0.0054046
48,5180.71,1.48863,1.12999,1.528,0,0,0,0,0,551.799,0,0.0053047,0.0053047,0.0053047
49,5279.86,1.50521,1.1963,1.53468,0,0,0,0,0,448.282,0,0.0052048,0.0052048,0.0052048
50,5379.4,1.52865,1.19268,1.56198,0,0,0,0,0,508.603,0,0.0051049,0.0051049,0.0051049
51,5478.37,1.48694,1.18169,1.54594,0,0,0,0,0,555.815,0,0.005005,0.005005,0.005005
52,5577.47,1.45629,1.10949,1.51169,0,0,0,0,0,558.164,0,0.0049051,0.0049051,0.0049051
53,5676.42,1.48834,1.17123,1.56013,0,0,0,0,0,512.896,0,0.0048052,0.0048052,0.0048052
54,5775.01,1.43788,1.10738,1.50262,0,0,0,0,0,474.603,0,0.0047053,0.0047053,0.0047053
55,5874.83,1.47219,1.16446,1.53951,0,0,0,0,0,482.969,0,0.0046054,0.0046054,0.0046054
56,5973.45,1.40996,1.10017,1.50092,0,0,0,0,0,536.907,0,0.0045055,0.0045055,0.0045055
57,6072.33,1.45574,1.08176,1.503,0,0,0,0,0,444.649,0,0.0044056,0.0044056,0.0044056
58,6171.49,1.43819,1.11039,1.52597,0,0,0,0,0,449.304,0,0.0043057,0.0043057,0.0043057
59,6270.52,1.38794,1.05018,1.46687,0,0,0,0,0,478.574,0,0.0042058,0.0042058,0.0042058
60,6369.22,1.37892,1.04903,1.4725,0,0,0,0,0,418.371,0,0.0041059,0.0041059,0.0041059
61,6468.24,1.37745,1.02481,1.4578,0,0,0,0,0,523.416,0,0.004006,0.004006,0.004006
62,6567.5,1.40995,1.04074,1.49352,0,0,0,0,0,469.767,0,0.0039061,0.0039061,0.0039061
63,6667.08,1.37198,1.04,1.45202,0,0,0,0,0,529.341,0,0.0038062,0.0038062,0.0038062
64,6767.22,1.37503,1.05508,1.47526,0,0,0,0,0,528.816,0,0.0037063,0.0037063,0.0037063
65,6867.4,1.35487,0.98323,1.44456,0,0,0,0,0,480.784,0,0.0036064,0.0036064,0.0036064
66,6966.21,1.32129,1.00547,1.42933,0,0,0,0,0,436.528,0,0.0035065,0.0035065,0.0035065
67,7065.64,1.33511,1.01564,1.4444,0,0,0,0,0,496.532,0,0.0034066,0.0034066,0.0034066
68,7165.49,1.33173,0.97136,1.41593,0,0,0,0,0,581.535,0,0.0033067,0.0033067,0.0033067
69,7264.23,1.30356,0.96009,1.40249,0,0,0,0,0,519.49,0,0.0032068,0.0032068,0.0032068
70,7362.77,1.32865,1.00259,1.43236,0,0,0,0,0,521.069,0,0.0031069,0.0031069,0.0031069
71,7462.93,1.29274,0.95886,1.414,0,0,0,0,0,520.058,0,0.003007,0.003007,0.003007
72,7562.03,1.32807,0.98159,1.45335,0,0,0,0,0,496.757,0,0.0029071,0.0029071,0.0029071
73,7662,1.27074,0.93419,1.39764,0,0,0,0,0,643.264,0,0.0028072,0.0028072,0.0028072
74,7761.05,1.27896,0.90712,1.37802,0,0,0,0,0,617.385,0,0.0027073,0.0027073,0.0027073
75,7860.75,1.30755,0.99331,1.43025,0,0,0,0,0,652.157,0,0.0026074,0.0026074,0.0026074
76,7960.49,1.24956,0.92677,1.38359,0,0,0,0,0,620.05,0,0.0025075,0.0025075,0.0025075
77,8060.01,1.28962,0.92603,1.37497,0,0,0,0,0,589.123,0,0.0024076,0.0024076,0.0024076
78,8159.49,1.31421,0.97734,1.4049,0,0,0,0,0,514.201,0,0.0023077,0.0023077,0.0023077
79,8258.44,1.26532,0.94261,1.38626,0,0,0,0,0,480.609,0,0.0022078,0.0022078,0.0022078
80,8356.98,1.29484,0.94781,1.39748,0,0,0,0,0,496.666,0,0.0021079,0.0021079,0.0021079
81,8455.91,1.25087,0.91369,1.36367,0,0,0,0,0,536.384,0,0.002008,0.002008,0.002008
82,8554.79,1.26367,0.92545,1.38098,0,0,0,0,0,574.874,0,0.0019081,0.0019081,0.0019081
83,8653.4,1.2319,0.89885,1.37062,0,0,0,0,0,592.821,0,0.0018082,0.0018082,0.0018082
84,8752.42,1.19354,0.86883,1.34894,0,0,0,0,0,610.16,0,0.0017083,0.0017083,0.0017083
85,8851.42,1.15092,0.82523,1.31722,0,0,0,0,0,565.815,0,0.0016084,0.0016084,0.0016084
86,8949.89,1.1572,0.86203,1.33795,0,0,0,0,0,524.232,0,0.0015085,0.0015085,0.0015085
87,9048.76,1.18681,0.86594,1.32486,0,0,0,0,0,538.49,0,0.0014086,0.0014086,0.0014086
88,9147.64,1.21431,0.88651,1.36155,0,0,0,0,0,554.689,0,0.0013087,0.0013087,0.0013087
89,9246.2,1.17137,0.86397,1.3218,0,0,0,0,0,559.581,0,0.0012088,0.0012088,0.0012088
90,9344.79,1.16051,0.8619,1.33752,0,0,0,0,0,590.624,0,0.0011089,0.0011089,0.0011089
91,9441.87,1.02561,0.7286,1.26465,0,0,0,0,0,573.6,0,0.001009,0.001009,0.001009
92,9542.25,1.01674,0.69757,1.27122,0,0,0,0,0,490.017,0,0.0009091,0.0009091,0.0009091
93,9641.17,1.00833,0.65222,1.22656,0,0,0,0,0,487.46,0,0.0008092,0.0008092,0.0008092
94,9739.21,0.97818,0.62102,1.2327,0,0,0,0,0,540.539,0,0.0007093,0.0007093,0.0007093
95,9836.79,0.94026,0.59289,1.19654,0,0,0,0,0,574.646,0,0.0006094,0.0006094,0.0006094
96,9934.59,0.93875,0.59004,1.18245,0,0,0,0,0,592.42,0,0.0005095,0.0005095,0.0005095
97,10032.7,0.90841,0.56674,1.18836,0,0,0,0,0,582.636,0,0.0004096,0.0004096,0.0004096
98,10130.2,0.93611,0.60555,1.21589,0,0,0,0,0,565.461,0,0.0003097,0.0003097,0.0003097
99,10228.4,0.8924,0.5796,1.1853,0,0,0,0,0,557.848,0,0.0002098,0.0002098,0.0002098
100,10326.2,0.93149,0.58927,1.20984,0,0,0,0,0,554.603,0,0.0001099,0.0001099,0.0001099
